Datetime,C_gauge
2010-10,RG03
2010-10,RG03
2010-10,RG03
2010-10,RG11
2010-10,RG10_30
2010-10,RG02
2010-10,RG11
2010-10,RG20_25
2010-10,RG03
2010-10,RG08
2010-10,RG11
2010-10,RG05
2010-10,RG20_25
2010-10,RG04
2010-10,RG09
2010-10,RG03
2010-10,RG03
2010-10,RG20_25
2010-10,RG03
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG07
2010-10,RG04
2010-10,RG20_25
2010-10,RG11
2010-10,RG05
2010-10,RG20_25
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG03
2010-10,RG10_30
2010-10,RG18
2010-10,RG20_25
2010-10,RG12
2010-10,RG11
2010-10,RG03
2010-10,RG20_25
2010-10,RG11
2010-10,RG12
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG07
2010-10,RG11
2010-10,RG17
2010-10,RG14
2010-10,RG20_25
2010-10,RG11
2010-10,RG11
2010-10,RG05
2010-10,RG10_30
2010-10,RG16
2010-10,RG05
2010-10,RG11
2010-10,RG16
2010-10,RG04
2010-10,RG20_25
2010-10,RG18
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG01
2010-10,RG17
2010-10,RG11
2010-10,RG04
2010-10,RG18
2010-10,RG20_25
2010-10,RG11
2010-10,RG03
2010-10,RG05
2010-10,RG03
2010-10,RG05
2010-10,RG14
2010-10,RG11
2010-10,RG04
2010-10,RG12
2010-10,RG12
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG11
2010-10,RG03
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG02
2010-10,RG08
2010-10,RG01
2010-10,RG11
2010-10,RG20_25
2010-10,RG07
2010-10,RG03
2010-10,RG11
2010-10,RG01
2010-10,RG11
2010-10,RG03
2010-10,RG09
2010-10,RG11
2010-10,RG11
2010-10,RG15
2010-10,RG11
2010-10,RG11
2010-10,RG11
2010-10,RG16
2010-10,RG14
2010-10,RG07
2010-10,RG20_25
2010-10,RG11
2010-10,RG04
2010-10,RG02
2010-10,RG05
2010-10,RG09
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG04
2010-10,RG11
2010-10,RG09
2010-10,RG03
2010-10,RG01
2010-10,RG03
2010-10,RG04
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG03
2010-10,RG17
2010-10,RG11
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG11
2010-10,RG04
2010-10,RG15
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG11
2010-10,RG18
2010-10,RG11
2010-10,RG01
2010-10,RG02
2010-10,RG10_30
2010-10,RG18
2010-10,RG12
2010-10,RG11
2010-10,RG02
2010-10,RG14
2010-10,RG20_25
2010-10,RG14
2010-10,RG20_25
2010-10,RG18
2010-10,RG15
2010-10,RG20_25
2010-10,RG04
2010-10,RG11
2010-10,RG03
2010-10,RG03
2010-10,RG20_25
2010-10,RG03
2010-10,RG10_30
2010-10,RG14
2010-10,RG11
2010-10,RG20_25
2010-10,RG10_30
2010-10,RG20_25
2010-10,RG09
2010-10,RG11
2010-10,RG03
2010-10,RG01
2010-10,RG11
2010-10,RG04
2010-10,RG01
2010-10,RG17
2010-10,RG20_25
2010-10,RG09
2010-10,RG12
2010-10,RG11
2010-10,RG20_25
2010-10,RG07
2010-10,RG20_25
2010-10,RG11
2010-10,RG11
2010-10,RG02
2010-10,RG11
2010-10,RG11
2010-10,RG16
2010-10,RG04
2010-10,RG14
2010-10,RG03
2010-10,RG20_25
2010-10,RG07
2010-10,RG20_25
2010-10,RG08
2010-10,RG18
2010-10,RG03
2010-10,RG10_30
2010-10,RG04
2010-10,RG11
2010-09,RG11
2010-09,RG03
2010-09,RG15
2010-09,RG11
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG03
2010-09,RG02
2010-09,RG04
2010-09,RG20_25
2010-09,RG15
2010-09,RG18
2010-09,RG16
2010-09,RG16
2010-09,RG03
2010-09,RG04
2010-09,RG05
2010-09,RG12
2010-09,RG20_25
2010-09,RG02
2010-09,RG05
2010-09,RG14
2010-09,RG09
2010-09,RG03
2010-09,RG20_25
2010-09,RG09
2010-09,RG01
2010-09,RG16
2010-09,RG04
2010-09,RG10_30
2010-09,RG11
2010-09,RG03
2010-09,RG04
2010-09,RG11
2010-09,RG04
2010-09,RG20_25
2010-09,RG01
2010-09,RG11
2010-09,RG18
2010-09,RG03
2010-09,RG11
2010-09,RG20_25
2010-09,RG14
2010-09,RG03
2010-09,RG11
2010-09,RG03
2010-09,RG03
2010-09,RG14
2010-09,RG01
2010-09,RG01
2010-09,RG14
2010-09,RG20_25
2010-09,RG03
2010-09,RG02
2010-09,RG11
2010-09,RG20_25
2010-09,RG03
2010-09,RG02
2010-09,RG20_25
2010-09,RG02
2010-09,RG11
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG01
2010-09,RG20_25
2010-09,RG03
2010-09,RG20_25
2010-09,RG15
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG08
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG03
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG14
2010-09,RG09
2010-09,RG11
2010-09,RG11
2010-09,RG20_25
2010-09,RG03
2010-09,RG10_30
2010-09,RG17
2010-09,RG15
2010-09,RG20_25
2010-09,RG15
2010-09,RG11
2010-09,RG09
2010-09,RG11
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG01
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG11
2010-09,RG01
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG10_30
2010-09,RG08
2010-09,RG11
2010-09,RG01
2010-09,RG20_25
2010-09,RG15
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG17
2010-09,RG01
2010-09,RG20_25
2010-09,RG14
2010-09,RG20_25
2010-09,RG09
2010-09,RG14
2010-09,RG11
2010-09,RG17
2010-09,RG20_25
2010-09,RG18
2010-09,RG11
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG09
2010-09,RG15
2010-09,RG20_25
2010-09,RG14
2010-09,RG20_25
2010-09,RG01
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG18
2010-09,RG11
2010-09,RG20_25
2010-09,RG05
2010-09,RG03
2010-09,RG01
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG18
2010-09,RG03
2010-09,RG20_25
2010-09,RG11
2010-09,RG15
2010-09,RG20_25
2010-09,RG02
2010-09,RG11
2010-09,RG11
2010-09,RG11
2010-09,RG10_30
2010-09,RG11
2010-09,RG07
2010-09,RG07
2010-09,RG04
2010-09,RG11
2010-09,RG02
2010-09,RG11
2010-09,RG18
2010-09,RG20_25
2010-09,RG14
2010-09,RG10_30
2010-09,RG14
2010-09,RG03
2010-09,RG15
2010-09,RG18
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG03
2010-09,RG03
2010-09,RG20_25
2010-09,RG02
2010-09,RG09
2010-09,RG14
2010-09,RG18
2010-09,RG17
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG08
2010-09,RG07
2010-09,RG14
2010-09,RG09
2010-09,RG03
2010-09,RG10_30
2010-09,RG03
2010-09,RG14
2010-09,RG03
2010-09,RG02
2010-09,RG20_25
2010-09,RG11
2010-09,RG17
2010-09,RG17
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG14
2010-09,RG03
2010-09,RG16
2010-09,RG20_25
2010-09,RG11
2010-09,RG15
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG11
2010-09,RG03
2010-09,RG07
2010-09,RG12
2010-09,RG20_25
2010-09,RG10_30
2010-09,RG10_30
2010-09,RG20_25
2010-09,RG18
2010-09,RG11
2010-09,RG16
2010-09,RG20_25
2010-09,RG02
2010-09,RG17
2010-09,RG11
2010-09,RG01
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG04
2010-09,RG11
2010-09,RG03
2010-09,RG10_30
2010-09,RG12
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG10_30
2010-09,RG18
2010-09,RG03
2010-09,RG20_25
2010-09,RG18
2010-09,RG10_30
2010-09,RG11
2010-09,RG20_25
2010-09,RG03
2010-09,RG11
2010-09,RG09
2010-09,RG20_25
2010-09,RG01
2010-09,RG17
2010-09,RG03
2010-09,RG10_30
2010-09,RG03
2010-09,RG18
2010-09,RG11
2010-09,RG20_25
2010-09,RG14
2010-09,RG05
2010-09,RG20_25
2010-09,RG18
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG03
2010-09,RG18
2010-09,RG05
2010-09,RG17
2010-09,RG07
2010-09,RG03
2010-09,RG11
2010-09,RG15
2010-09,RG08
2010-09,RG08
2010-09,RG11
2010-09,RG18
2010-09,RG01
2010-09,RG01
2010-09,RG18
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG03
2010-09,RG11
2010-09,RG01
2010-09,RG08
2010-09,RG11
2010-09,RG20_25
2010-09,RG03
2010-09,RG18
2010-09,RG03
2010-09,RG04
2010-09,RG18
2010-09,RG09
2010-09,RG09
2010-09,RG11
2010-09,RG11
2010-09,RG14
2010-09,RG20_25
2010-09,RG11
2010-09,RG11
2010-09,RG11
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG07
2010-09,RG18
2010-09,RG03
2010-09,RG01
2010-09,RG11
2010-09,RG18
2010-09,RG20_25
2010-09,RG11
2010-09,RG05
2010-09,RG11
2010-09,RG09
2010-09,RG09
2010-09,RG11
2010-09,RG16
2010-09,RG20_25
2010-09,RG07
2010-09,RG09
2010-09,RG20_25
2010-09,RG07
2010-09,RG05
2010-09,RG20_25
2010-09,RG11
2010-09,RG20_25
2010-09,RG10_30
2010-09,RG20_25
2010-09,RG09
2010-09,RG03
2010-09,RG11
2010-09,RG11
2010-09,RG14
2010-09,RG01
2010-09,RG02
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG02
2010-09,RG05
2010-09,RG11
2010-09,RG20_25
2010-09,RG03
2010-09,RG01
2010-09,RG11
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG17
2010-09,RG20_25
2010-09,RG09
2010-09,RG11
2010-09,RG11
2010-09,RG11
2010-09,RG01
2010-09,RG04
2010-09,RG17
2010-09,RG20_25
2010-09,RG11
2010-09,RG04
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG08
2010-09,RG11
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG11
2010-09,RG20_25
2010-09,RG12
2010-09,RG14
2010-09,RG12
2010-09,RG04
2010-09,RG03
2010-09,RG20_25
2010-09,RG11
2010-09,RG15
2010-09,RG11
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG15
2010-09,RG11
2010-09,RG07
2010-09,RG18
2010-09,RG12
2010-09,RG08
2010-09,RG18
2010-09,RG03
2010-09,RG03
2010-09,RG03
2010-09,RG11
2010-09,RG20_25
2010-09,RG11
2010-09,RG02
2010-09,RG11
2010-09,RG11
2010-09,RG11
2010-09,RG11
2010-09,RG09
2010-09,RG11
2010-09,RG11
2010-09,RG03
2010-09,RG11
2010-09,RG20_25
2010-09,RG11
2010-09,RG15
2010-09,RG11
2010-09,RG09
2010-09,RG04
2010-09,RG12
2010-09,RG20_25
2010-09,RG09
2010-09,RG11
2010-09,RG11
2010-09,RG11
2010-09,RG16
2010-09,RG20_25
2010-09,RG03
2010-09,RG11
2010-09,RG03
2010-09,RG20_25
2010-09,RG09
2010-09,RG11
2010-09,RG14
2010-09,RG14
2010-09,RG03
2010-09,RG04
2010-09,RG02
2010-09,RG14
2010-09,RG11
2010-09,RG20_25
2010-09,RG11
2010-09,RG03
2010-09,RG03
2010-09,RG01
2010-09,RG20_25
2010-09,RG04
2010-09,RG04
2010-09,RG11
2010-09,RG11
2010-09,RG03
2010-09,RG11
2010-09,RG04
2010-09,RG20_25
2010-09,RG11
2010-09,RG11
2010-09,RG02
2010-09,RG03
2010-09,RG03
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG18
2010-09,RG15
2010-09,RG02
2010-09,RG09
2010-09,RG20_25
2010-09,RG11
2010-09,RG20_25
2010-09,RG10_30
2010-09,RG11
2010-09,RG20_25
2010-09,RG14
2010-09,RG12
2010-09,RG20_25
2010-09,RG11
2010-09,RG11
2010-09,RG12
2010-09,RG20_25
2010-09,RG11
2010-09,RG20_25
2010-09,RG11
2010-09,RG11
2010-09,RG01
2010-09,RG12
2010-09,RG11
2010-09,RG07
2010-09,RG10_30
2010-09,RG10_30
2010-09,RG11
2010-09,RG04
2010-09,RG14
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG05
2010-09,RG01
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG20_25
2010-09,RG04
2010-09,RG03
2010-09,RG05
2010-09,RG07
2010-09,RG09
2010-09,RG14
2010-09,RG20_25
2010-09,RG16
2010-09,RG11
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG09
2010-09,RG11
2010-09,RG20_25
2010-09,RG18
2010-09,RG11
2010-09,RG11
2010-09,RG20_25
2010-09,RG11
2010-09,RG11
2010-09,RG04
2010-09,RG08
2010-09,RG11
2010-09,RG03
2010-09,RG15
2010-09,RG05
2010-09,RG11
2010-09,RG05
2010-09,RG03
2010-09,RG11
2010-09,RG03
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG01
2010-09,RG03
2010-09,RG11
2010-09,RG18
2010-09,RG18
2010-09,RG11
2010-09,RG02
2010-09,RG20_25
2010-09,RG05
2010-09,RG20_25
2010-09,RG14
2010-09,RG14
2010-09,RG11
2010-09,RG20_25
2010-09,RG11
2010-09,RG20_25
2010-09,RG17
2010-09,RG04
2010-09,RG20_25
2010-09,RG03
2010-09,RG03
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG11
2010-09,RG20_25
2010-09,RG18
2010-09,RG20_25
2010-09,RG01
2010-09,RG14
2010-09,RG11
2010-09,RG11
2010-09,RG12
2010-09,RG01
2010-09,RG20_25
2010-09,RG03
2010-09,RG20_25
2010-09,RG11
2010-09,RG16
2010-09,RG11
2010-09,RG01
2010-09,RG20_25
2010-09,RG18
2010-09,RG20_25
2010-09,RG15
2010-09,RG15
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG03
2010-09,RG11
2010-09,RG09
2010-09,RG18
2010-09,RG11
2010-09,RG20_25
2010-09,RG11
2010-09,RG01
2010-09,RG07
2010-09,RG20_25
2010-09,RG08
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG20_25
2010-09,RG10_30
2010-09,RG20_25
2010-09,RG20_25
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG15
2010-08,RG09
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG09
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG14
2010-08,RG15
2010-08,RG03
2010-08,RG11
2010-08,RG05
2010-08,RG20_25
2010-08,RG01
2010-08,RG04
2010-08,RG15
2010-08,RG20_25
2010-08,RG03
2010-08,RG20_25
2010-08,RG12
2010-08,RG08
2010-08,RG04
2010-08,RG18
2010-08,RG11
2010-08,RG11
2010-08,RG12
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG03
2010-08,RG02
2010-08,RG20_25
2010-08,RG11
2010-08,RG12
2010-08,RG10_30
2010-08,RG20_25
2010-08,RG17
2010-08,RG11
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG10_30
2010-08,RG20_25
2010-08,RG04
2010-08,RG18
2010-08,RG20_25
2010-08,RG10_30
2010-08,RG20_25
2010-08,RG11
2010-08,RG03
2010-08,RG12
2010-08,RG20_25
2010-08,RG01
2010-08,RG11
2010-08,RG11
2010-08,RG04
2010-08,RG02
2010-08,RG18
2010-08,RG20_25
2010-08,RG14
2010-08,RG01
2010-08,RG07
2010-08,RG20_25
2010-08,RG10_30
2010-08,RG12
2010-08,RG07
2010-08,RG18
2010-08,RG01
2010-08,RG11
2010-08,RG04
2010-08,RG11
2010-08,RG20_25
2010-08,RG12
2010-08,RG18
2010-08,RG14
2010-08,RG20_25
2010-08,RG01
2010-08,RG03
2010-08,RG11
2010-08,RG03
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG18
2010-08,RG20_25
2010-08,RG04
2010-08,RG02
2010-08,RG20_25
2010-08,RG10_30
2010-08,RG18
2010-08,RG05
2010-08,RG11
2010-08,RG18
2010-08,RG02
2010-08,RG11
2010-08,RG02
2010-08,RG18
2010-08,RG15
2010-08,RG12
2010-08,RG18
2010-08,RG03
2010-08,RG04
2010-08,RG11
2010-08,RG15
2010-08,RG03
2010-08,RG11
2010-08,RG09
2010-08,RG20_25
2010-08,RG04
2010-08,RG17
2010-08,RG01
2010-08,RG08
2010-08,RG09
2010-08,RG08
2010-08,RG15
2010-08,RG03
2010-08,RG11
2010-08,RG01
2010-08,RG20_25
2010-08,RG04
2010-08,RG11
2010-08,RG12
2010-08,RG01
2010-08,RG08
2010-08,RG01
2010-08,RG11
2010-08,RG20_25
2010-08,RG18
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG11
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG11
2010-08,RG17
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG14
2010-08,RG01
2010-08,RG11
2010-08,RG11
2010-08,RG02
2010-08,RG11
2010-08,RG03
2010-08,RG14
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG11
2010-08,RG05
2010-08,RG15
2010-08,RG20_25
2010-08,RG11
2010-08,RG02
2010-08,RG11
2010-08,RG14
2010-08,RG20_25
2010-08,RG11
2010-08,RG09
2010-08,RG01
2010-08,RG14
2010-08,RG07
2010-08,RG03
2010-08,RG14
2010-08,RG11
2010-08,RG04
2010-08,RG01
2010-08,RG20_25
2010-08,RG15
2010-08,RG03
2010-08,RG14
2010-08,RG11
2010-08,RG11
2010-08,RG10_30
2010-08,RG05
2010-08,RG20_25
2010-08,RG14
2010-08,RG20_25
2010-08,RG03
2010-08,RG18
2010-08,RG04
2010-08,RG12
2010-08,RG05
2010-08,RG11
2010-08,RG03
2010-08,RG03
2010-08,RG11
2010-08,RG07
2010-08,RG02
2010-08,RG03
2010-08,RG14
2010-08,RG04
2010-08,RG20_25
2010-08,RG05
2010-08,RG03
2010-08,RG05
2010-08,RG20_25
2010-08,RG02
2010-08,RG03
2010-08,RG03
2010-08,RG12
2010-08,RG11
2010-08,RG15
2010-08,RG18
2010-08,RG14
2010-08,RG14
2010-08,RG04
2010-08,RG11
2010-08,RG11
2010-08,RG03
2010-08,RG03
2010-08,RG04
2010-08,RG03
2010-08,RG11
2010-08,RG20_25
2010-08,RG18
2010-08,RG20_25
2010-08,RG12
2010-08,RG10_30
2010-08,RG18
2010-08,RG14
2010-08,RG18
2010-08,RG15
2010-08,RG03
2010-08,RG08
2010-08,RG17
2010-08,RG20_25
2010-08,RG04
2010-08,RG15
2010-08,RG20_25
2010-08,RG12
2010-08,RG20_25
2010-08,RG08
2010-08,RG18
2010-08,RG04
2010-08,RG03
2010-08,RG15
2010-08,RG20_25
2010-08,RG11
2010-08,RG10_30
2010-08,RG01
2010-08,RG18
2010-08,RG15
2010-08,RG20_25
2010-08,RG08
2010-08,RG03
2010-08,RG01
2010-08,RG20_25
2010-08,RG11
2010-08,RG09
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG03
2010-08,RG11
2010-08,RG09
2010-08,RG14
2010-08,RG01
2010-08,RG11
2010-08,RG14
2010-08,RG11
2010-08,RG04
2010-08,RG05
2010-08,RG15
2010-08,RG04
2010-08,RG02
2010-08,RG04
2010-08,RG03
2010-08,RG11
2010-08,RG20_25
2010-08,RG07
2010-08,RG17
2010-08,RG10_30
2010-08,RG09
2010-08,RG04
2010-08,RG03
2010-08,RG04
2010-08,RG04
2010-08,RG11
2010-08,RG11
2010-08,RG15
2010-08,RG14
2010-08,RG02
2010-08,RG03
2010-08,RG10_30
2010-08,RG04
2010-08,RG18
2010-08,RG02
2010-08,RG15
2010-08,RG10_30
2010-08,RG18
2010-08,RG09
2010-08,RG14
2010-08,RG11
2010-08,RG20_25
2010-08,RG11
2010-08,RG20_25
2010-08,RG18
2010-08,RG20_25
2010-08,RG15
2010-08,RG20_25
2010-08,RG11
2010-08,RG09
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG10_30
2010-08,RG20_25
2010-08,RG03
2010-08,RG08
2010-08,RG11
2010-08,RG09
2010-08,RG20_25
2010-08,RG10_30
2010-08,RG20_25
2010-08,RG01
2010-08,RG04
2010-08,RG03
2010-08,RG03
2010-08,RG03
2010-08,RG11
2010-08,RG08
2010-08,RG03
2010-08,RG18
2010-08,RG20_25
2010-08,RG04
2010-08,RG03
2010-08,RG20_25
2010-08,RG05
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG18
2010-08,RG10_30
2010-08,RG11
2010-08,RG04
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG16
2010-08,RG20_25
2010-08,RG15
2010-08,RG16
2010-08,RG05
2010-08,RG11
2010-08,RG16
2010-08,RG11
2010-08,RG03
2010-08,RG11
2010-08,RG01
2010-08,RG20_25
2010-08,RG02
2010-08,RG16
2010-08,RG11
2010-08,RG18
2010-08,RG20_25
2010-08,RG03
2010-08,RG09
2010-08,RG03
2010-08,RG02
2010-08,RG20_25
2010-08,RG11
2010-08,RG09
2010-08,RG11
2010-08,RG14
2010-08,RG18
2010-08,RG18
2010-08,RG12
2010-08,RG01
2010-08,RG03
2010-08,RG14
2010-08,RG07
2010-08,RG03
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG02
2010-08,RG15
2010-08,RG04
2010-08,RG05
2010-08,RG05
2010-08,RG12
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG15
2010-08,RG15
2010-08,RG05
2010-08,RG03
2010-08,RG05
2010-08,RG09
2010-08,RG09
2010-08,RG20_25
2010-08,RG03
2010-08,RG17
2010-08,RG11
2010-08,RG10_30
2010-08,RG04
2010-08,RG12
2010-08,RG20_25
2010-08,RG11
2010-08,RG05
2010-08,RG11
2010-08,RG11
2010-08,RG20_25
2010-08,RG04
2010-08,RG10_30
2010-08,RG03
2010-08,RG02
2010-08,RG20_25
2010-08,RG07
2010-08,RG12
2010-08,RG03
2010-08,RG20_25
2010-08,RG11
2010-08,RG03
2010-08,RG02
2010-08,RG11
2010-08,RG20_25
2010-08,RG08
2010-08,RG20_25
2010-08,RG03
2010-08,RG02
2010-08,RG03
2010-08,RG14
2010-08,RG09
2010-08,RG03
2010-08,RG20_25
2010-08,RG10_30
2010-08,RG02
2010-08,RG16
2010-08,RG20_25
2010-08,RG04
2010-08,RG20_25
2010-08,RG01
2010-08,RG01
2010-08,RG09
2010-08,RG20_25
2010-08,RG12
2010-08,RG03
2010-08,RG18
2010-08,RG01
2010-08,RG11
2010-08,RG05
2010-08,RG20_25
2010-08,RG05
2010-08,RG03
2010-08,RG01
2010-08,RG01
2010-08,RG20_25
2010-08,RG15
2010-08,RG03
2010-08,RG14
2010-08,RG03
2010-08,RG09
2010-08,RG01
2010-08,RG03
2010-08,RG05
2010-08,RG04
2010-08,RG03
2010-08,RG03
2010-08,RG09
2010-08,RG15
2010-08,RG01
2010-08,RG20_25
2010-08,RG05
2010-08,RG08
2010-08,RG18
2010-08,RG01
2010-08,RG03
2010-08,RG10_30
2010-08,RG03
2010-08,RG18
2010-08,RG09
2010-08,RG18
2010-08,RG20_25
2010-08,RG11
2010-08,RG20_25
2010-08,RG02
2010-08,RG11
2010-08,RG20_25
2010-08,RG17
2010-08,RG04
2010-08,RG11
2010-08,RG09
2010-08,RG12
2010-08,RG20_25
2010-08,RG11
2010-08,RG04
2010-08,RG15
2010-08,RG11
2010-08,RG11
2010-08,RG11
2010-08,RG20_25
2010-08,RG03
2010-08,RG11
2010-08,RG11
2010-08,RG10_30
2010-08,RG11
2010-08,RG11
2010-08,RG14
2010-08,RG01
2010-08,RG20_25
2010-08,RG11
2010-08,RG11
2010-08,RG05
2010-08,RG20_25
2010-08,RG01
2010-08,RG16
2010-08,RG18
2010-08,RG20_25
2010-08,RG11
2010-08,RG11
2010-08,RG11
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG09
2010-08,RG10_30
2010-08,RG03
2010-08,RG11
2010-08,RG09
2010-08,RG15
2010-08,RG11
2010-08,RG11
2010-08,RG02
2010-08,RG11
2010-08,RG20_25
2010-08,RG11
2010-08,RG20_25
2010-08,RG10_30
2010-08,RG05
2010-08,RG17
2010-08,RG20_25
2010-08,RG12
2010-08,RG18
2010-08,RG04
2010-08,RG18
2010-08,RG20_25
2010-08,RG18
2010-08,RG14
2010-08,RG16
2010-08,RG03
2010-08,RG15
2010-08,RG11
2010-08,RG03
2010-08,RG11
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG11
2010-08,RG03
2010-08,RG04
2010-08,RG09
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG15
2010-08,RG03
2010-08,RG16
2010-08,RG16
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG15
2010-08,RG20_25
2010-08,RG08
2010-08,RG01
2010-08,RG11
2010-08,RG15
2010-08,RG20_25
2010-08,RG11
2010-08,RG11
2010-08,RG20_25
2010-08,RG11
2010-08,RG11
2010-08,RG20_25
2010-08,RG20_25
2010-08,RG07
2010-08,RG05
2010-08,RG02
2010-08,RG07
2010-07,RG02
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG04
2010-07,RG11
2010-07,RG17
2010-07,RG07
2010-07,RG12
2010-07,RG20_25
2010-07,RG14
2010-07,RG18
2010-07,RG11
2010-07,RG20_25
2010-07,RG01
2010-07,RG20_25
2010-07,RG11
2010-07,RG11
2010-07,RG11
2010-07,RG11
2010-07,RG11
2010-07,RG02
2010-07,RG09
2010-07,RG11
2010-07,RG10_30
2010-07,RG10_30
2010-07,RG03
2010-07,RG04
2010-07,RG12
2010-07,RG01
2010-07,RG11
2010-07,RG17
2010-07,RG03
2010-07,RG15
2010-07,RG20_25
2010-07,RG02
2010-07,RG11
2010-07,RG07
2010-07,RG15
2010-07,RG11
2010-07,RG07
2010-07,RG09
2010-07,RG11
2010-07,RG20_25
2010-07,RG16
2010-07,RG05
2010-07,RG03
2010-07,RG03
2010-07,RG10_30
2010-07,RG11
2010-07,RG08
2010-07,RG12
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG03
2010-07,RG11
2010-07,RG11
2010-07,RG03
2010-07,RG15
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG11
2010-07,RG11
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG16
2010-07,RG20_25
2010-07,RG03
2010-07,RG03
2010-07,RG20_25
2010-07,RG12
2010-07,RG18
2010-07,RG01
2010-07,RG04
2010-07,RG11
2010-07,RG11
2010-07,RG18
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG18
2010-07,RG18
2010-07,RG09
2010-07,RG20_25
2010-07,RG11
2010-07,RG20_25
2010-07,RG18
2010-07,RG04
2010-07,RG04
2010-07,RG20_25
2010-07,RG11
2010-07,RG03
2010-07,RG16
2010-07,RG10_30
2010-07,RG20_25
2010-07,RG03
2010-07,RG11
2010-07,RG14
2010-07,RG01
2010-07,RG12
2010-07,RG03
2010-07,RG20_25
2010-07,RG05
2010-07,RG18
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG04
2010-07,RG11
2010-07,RG20_25
2010-07,RG05
2010-07,RG14
2010-07,RG07
